repo_full_name,sha,parent_shas,branch,author_name,commit_day,commit_hour,message_type,message_argument,message_message,nomenclature
Samuel-Chapuis/ML_Differential_Solver,db4f1f4568f1c5b2fe9df0717297f862f814d159,00851e294e22fa85213cd68370e2d4806516c6c7,main,aleexx02,2026-01-29,11,,,generating more samples from new_dataset and test model with this samples,0
Samuel-Chapuis/ML_Differential_Solver,00851e294e22fa85213cd68370e2d4806516c6c7,ad4bf93dde9672f479ddd741bebbfa1915483368,main,Lucia Fernandez,2026-01-29,1,,,Deliveries + Feedback questions,0
Samuel-Chapuis/ML_Differential_Solver,ad4bf93dde9672f479ddd741bebbfa1915483368,687671c661fd95d565fa7754d36ae5ae2066218e;f47f89c68d960d70825cd5c8db2fcb5d35abff44,main,Samuel,2026-01-22,10,,,//github.com/Samuel-Chapuis/ML_Differential_Solver,0
Samuel-Chapuis/ML_Differential_Solver,687671c661fd95d565fa7754d36ae5ae2066218e,c2a7a5ea0b96d381ad150fbc8e7ece6667543c1b,main,Samuel,2026-01-22,10,feat,burger,3d burger simulator,1
Samuel-Chapuis/ML_Differential_Solver,f47f89c68d960d70825cd5c8db2fcb5d35abff44,32c1b0df86dec0e79c7eb24892e59fd33e00185f,main,aleexx02,2026-01-19,10,,,edit main.ipynb,0
Samuel-Chapuis/ML_Differential_Solver,32c1b0df86dec0e79c7eb24892e59fd33e00185f,b14d3db776b79164006519a45cedd59214762fad;c2a7a5ea0b96d381ad150fbc8e7ece6667543c1b,main,aleexx02,2026-01-19,10,,,//github.com/Samuel-Chapuis/ML_Differential_Solver,0
Samuel-Chapuis/ML_Differential_Solver,b14d3db776b79164006519a45cedd59214762fad,e0887393a60adc27ba0b00d5eedaa1a5044f143d,main,aleexx02,2026-01-19,10,,,add new dataset in 'saved_datasets' folder and code for visualizing it in the main.ipynb,0
Samuel-Chapuis/ML_Differential_Solver,c2a7a5ea0b96d381ad150fbc8e7ece6667543c1b,15496e2a5657fd4803e011e77328936cb02c1263,main,Samuel,2026-01-14,18,chore,dataset,link to dataset,1
Samuel-Chapuis/ML_Differential_Solver,15496e2a5657fd4803e011e77328936cb02c1263,1594235e07f02d65f95ed78362f47251d03fded4,main,Samuel,2026-01-14,17,chore,dataset,ensure no datset are still push,1
Samuel-Chapuis/ML_Differential_Solver,1594235e07f02d65f95ed78362f47251d03fded4,d9bf0123d25d68068380ed2291690065c5124b6a,main,Samuel,2026-01-14,17,chore,results,clarifiy resluts,1
Samuel-Chapuis/ML_Differential_Solver,d9bf0123d25d68068380ed2291690065c5124b6a,dc71e6258f1c2014896a21b387ddd5b01ec24501;e0887393a60adc27ba0b00d5eedaa1a5044f143d,main,Samuel,2026-01-14,17,,,//github.com/Samuel-Chapuis/ML_Differential_Solver,0
Samuel-Chapuis/ML_Differential_Solver,dc71e6258f1c2014896a21b387ddd5b01ec24501,276e854b67ec4bb748bb1171917fca407420b2fb,main,Samuel,2026-01-14,17,chore,dataset,remove the dataset from git commitment,1
Samuel-Chapuis/ML_Differential_Solver,e0887393a60adc27ba0b00d5eedaa1a5044f143d,b3feb5efceace63693910a22d99ce171ec3cd024;276e854b67ec4bb748bb1171917fca407420b2fb,main,aleexx02,2026-01-14,16,,,//github.com/Samuel-Chapuis/ML_Differential_Solver,0
Samuel-Chapuis/ML_Differential_Solver,b3feb5efceace63693910a22d99ce171ec3cd024,293090154ee90aeaad9933a9276c2b5bc945dd60,main,aleexx02,2026-01-14,16,,,add main.py COPY for adding new dataset,0
Samuel-Chapuis/ML_Differential_Solver,276e854b67ec4bb748bb1171917fca407420b2fb,a045105874181afd797a2ede9a7ff83dd54f98e9,main,Samuel,2026-01-14,14,,,nu05,0
Samuel-Chapuis/ML_Differential_Solver,a045105874181afd797a2ede9a7ff83dd54f98e9,42b12367b42ce4b48467ba4f0d705ea33fd3006c,main,Samuel,2026-01-14,14,,,nu0 correction,0
Samuel-Chapuis/ML_Differential_Solver,42b12367b42ce4b48467ba4f0d705ea33fd3006c,97db6369800cd29988872799e6af19ca54b6db82,main,Samuel,2026-01-08,15,feat,nu05,Stand alone,1
Samuel-Chapuis/ML_Differential_Solver,97db6369800cd29988872799e6af19ca54b6db82,199f9428e9fd672135cd0e64786123d319bc3986;293090154ee90aeaad9933a9276c2b5bc945dd60,main,Samuel,2026-01-08,14,,,//github.com/Samuel-Chapuis/ML_Differential_Solver,0
Samuel-Chapuis/ML_Differential_Solver,199f9428e9fd672135cd0e64786123d319bc3986,87b97e1a5a0f622f8deea25de0ce53b65c6124bd,main,Samuel,2026-01-08,14,feat,nu05,all,1
Samuel-Chapuis/ML_Differential_Solver,293090154ee90aeaad9933a9276c2b5bc945dd60,ee093606995331c5c33eff764099c5a5e78c0a64,main,aleexx02,2025-12-16,22,,,update chapter4.tex,0
Samuel-Chapuis/ML_Differential_Solver,ee093606995331c5c33eff764099c5a5e78c0a64,e1d6f02dc3c813b73f4d660e260e57f83180c14a,main,aleexx02,2025-12-16,22,,,update chapter4.tex,0
Samuel-Chapuis/ML_Differential_Solver,e1d6f02dc3c813b73f4d660e260e57f83180c14a,87b97e1a5a0f622f8deea25de0ce53b65c6124bd,main,aleexx02,2025-12-16,21,,,update  chapter4.tex,0
Samuel-Chapuis/ML_Differential_Solver,87b97e1a5a0f622f8deea25de0ce53b65c6124bd,bc59443f5232a4488a55680ddfc20dd6a4fd2daa;c5a951ce782a88cd8f0d0b3bed253d890c36deeb,main,aleexx02,2025-12-16,12,,,//github.com/Samuel-Chapuis/ML_Differential_Solver,0
Samuel-Chapuis/ML_Differential_Solver,bc59443f5232a4488a55680ddfc20dd6a4fd2daa,0b8edc7dfaac849fce34a2702792453896b9dcf7,main,aleexx02,2025-12-16,12,,,update presentation,0
Samuel-Chapuis/ML_Differential_Solver,c5a951ce782a88cd8f0d0b3bed253d890c36deeb,5824201ef674aca389709bbbbf4f68c18e7d78c6,main,Lucia Fernandez,2025-12-16,12,update,my section,,0
Samuel-Chapuis/ML_Differential_Solver,0b8edc7dfaac849fce34a2702792453896b9dcf7,7e1803d14ecdee4edffde7c61e529068f1ab257d;5824201ef674aca389709bbbbf4f68c18e7d78c6,main,aleexx02,2025-12-16,12,,,//github.com/Samuel-Chapuis/ML_Differential_Solver,0
Samuel-Chapuis/ML_Differential_Solver,7e1803d14ecdee4edffde7c61e529068f1ab257d,b1d5b0b3369821f15d21e88f82a56edba25afe79,main,aleexx02,2025-12-16,12,,,update TCAN_model.tex,0
Samuel-Chapuis/ML_Differential_Solver,5824201ef674aca389709bbbbf4f68c18e7d78c6,81191af6a77651482368816512bcd2a912470c3a;b57e47d2f35e71373763291aee4f1743e0226314,main,Samuel,2025-12-16,12,,,//github.com/Samuel-Chapuis/ML_Differential_Solver,0
Samuel-Chapuis/ML_Differential_Solver,81191af6a77651482368816512bcd2a912470c3a,32d9906b4e630a024638c96695dea01525af9d6d,main,Samuel,2025-12-16,12,feat,report,dataset,1
Samuel-Chapuis/ML_Differential_Solver,b57e47d2f35e71373763291aee4f1743e0226314,32d9906b4e630a024638c96695dea01525af9d6d,main,Lucia Fernandez,2025-12-16,12,update,my section,,0
Samuel-Chapuis/ML_Differential_Solver,32d9906b4e630a024638c96695dea01525af9d6d,8272ea73faa94b45842a2742a4ad9dec9d2d90c7,main,Samuel,2025-12-16,11,feat,report,transformers,1
Samuel-Chapuis/ML_Differential_Solver,8272ea73faa94b45842a2742a4ad9dec9d2d90c7,085709154663575a4a55cb6690ed05269412452e,main,Lucia Fernandez,2025-12-16,11,update,report,,0
Samuel-Chapuis/ML_Differential_Solver,085709154663575a4a55cb6690ed05269412452e,3fc2826802c029a8acf352ee6e13d8abd3834c0c,main,Lucia Fernandez,2025-12-16,11,update,readme,,0
Samuel-Chapuis/ML_Differential_Solver,3fc2826802c029a8acf352ee6e13d8abd3834c0c,b1d5b0b3369821f15d21e88f82a56edba25afe79,main,Samuel,2025-12-16,10,fix,pres,Transformers,1
Samuel-Chapuis/ML_Differential_Solver,b1d5b0b3369821f15d21e88f82a56edba25afe79,cd05b5f104852f41cb8802dc51a0544eb8511b1e;84524be2d653188ca66ef1d3cf916ea59c2f468d,main,aleexx02,2025-12-16,10,,,//github.com/Samuel-Chapuis/ML_Differential_Solver,0
Samuel-Chapuis/ML_Differential_Solver,cd05b5f104852f41cb8802dc51a0544eb8511b1e,9d74d70e4f09939f7357090d2323486a5d9602a9,main,aleexx02,2025-12-16,10,,,EDIT main.tex,0
Samuel-Chapuis/ML_Differential_Solver,84524be2d653188ca66ef1d3cf916ea59c2f468d,9d74d70e4f09939f7357090d2323486a5d9602a9,main,Lucia Fernandez,2025-12-16,9,edit,readme,,0
Samuel-Chapuis/ML_Differential_Solver,9d74d70e4f09939f7357090d2323486a5d9602a9,22f12b2ae7bb38e546814e8eabe2e57266f97fbe;3053df0cc51792383b0b07cb1d8e1c93e8da4ae1,main,aleexx02,2025-12-16,8,,,//github.com/Samuel-Chapuis/ML_Differential_Solver,0
Samuel-Chapuis/ML_Differential_Solver,22f12b2ae7bb38e546814e8eabe2e57266f97fbe,f8262b4bf23c186311de1a4a0b3fe3541943586f,main,aleexx02,2025-12-16,8,,,edit report,0
Samuel-Chapuis/ML_Differential_Solver,3053df0cc51792383b0b07cb1d8e1c93e8da4ae1,336491b38623fec6fd51765cb2d545a0fe826b74,main,Lucia Fernandez,2025-12-16,7,update,edit report,,0
Samuel-Chapuis/ML_Differential_Solver,336491b38623fec6fd51765cb2d545a0fe826b74,486e9bc1f7faf8ffcd7a2f0dfb67adc09bdf10c5,main,Lucia Fernandez,2025-12-16,6,add,readme,,0
Samuel-Chapuis/ML_Differential_Solver,486e9bc1f7faf8ffcd7a2f0dfb67adc09bdf10c5,ef55323bda8f18b1d425a0e56634b02c83f183f1;75653ff7547338945eed51171d9510603d34ae96,main,Samuel,2025-12-16,0,,,//github.com/Samuel-Chapuis/ML_Differential_Solver,0
Samuel-Chapuis/ML_Differential_Solver,ef55323bda8f18b1d425a0e56634b02c83f183f1,6d162bd933c82bff64aa4d4d6c7602ccb4554bcd,main,Samuel,2025-12-15,23,feat,pres,transformer part,1
Samuel-Chapuis/ML_Differential_Solver,75653ff7547338945eed51171d9510603d34ae96,f8262b4bf23c186311de1a4a0b3fe3541943586f,main,Lucia Fernandez,2025-12-15,23,update,edit chapter 2,,0
Samuel-Chapuis/ML_Differential_Solver,f8262b4bf23c186311de1a4a0b3fe3541943586f,db46d5b21bdd08ac1dae58c9a72f80117085fdce,main,aleexx02,2025-12-15,21,,,UPDATE CHAPTER4.TEX,0
Samuel-Chapuis/ML_Differential_Solver,db46d5b21bdd08ac1dae58c9a72f80117085fdce,c065ed26a92e05a62521cee51ceb131460c7037b,main,aleexx02,2025-12-15,21,,,update chapter4.tex,0
Samuel-Chapuis/ML_Differential_Solver,c065ed26a92e05a62521cee51ceb131460c7037b,67b36525633d1ce212d34288faf32d13932a043c,main,aleexx02,2025-12-15,21,,,UPDATE CHAPTER4.TEX,0
Samuel-Chapuis/ML_Differential_Solver,67b36525633d1ce212d34288faf32d13932a043c,d2068ea75a63c25565de8fbffe67b2915baec365;6d162bd933c82bff64aa4d4d6c7602ccb4554bcd,main,aleexx02,2025-12-15,16,,,//github.com/Samuel-Chapuis/ML_Differential_Solver,0
Samuel-Chapuis/ML_Differential_Solver,d2068ea75a63c25565de8fbffe67b2915baec365,e7c73ae0c5016913fa8ba79aaf22dacf26f0ca64,main,aleexx02,2025-12-15,16,,,UPDATE chapter4.tex,0
Samuel-Chapuis/ML_Differential_Solver,6d162bd933c82bff64aa4d4d6c7602ccb4554bcd,f34f62e7641fa3bd71b32990a19e5c59a8a89a60,main,Samuel,2025-12-15,13,,,merge,0
Samuel-Chapuis/ML_Differential_Solver,f34f62e7641fa3bd71b32990a19e5c59a8a89a60,222c7d32e44931d2020358a4a7bcc635ec39de0b;e7c73ae0c5016913fa8ba79aaf22dacf26f0ca64,main,Samuel,2025-12-15,13,,,//github.com/Samuel-Chapuis/ML_Differential_Solver,0
Samuel-Chapuis/ML_Differential_Solver,222c7d32e44931d2020358a4a7bcc635ec39de0b,0707b83ab85dd2c596aa62d17bc695f214d60274,main,Samuel,2025-12-15,13,fix,tex,introduciton,1
Samuel-Chapuis/ML_Differential_Solver,e7c73ae0c5016913fa8ba79aaf22dacf26f0ca64,202784932932705890ca71370973154957274365,main,Lucia Fernandez,2025-12-15,13,update,bilbiography,,0
Samuel-Chapuis/ML_Differential_Solver,202784932932705890ca71370973154957274365,9805e730e9e9b3964e7be49dfd885a345d8a76f6;0707b83ab85dd2c596aa62d17bc695f214d60274,main,aleexx02,2025-12-15,13,,,//github.com/Samuel-Chapuis/ML_Differential_Solver,0
Samuel-Chapuis/ML_Differential_Solver,9805e730e9e9b3964e7be49dfd885a345d8a76f6,d3bb55325ba035ee152e3669b1ac27c4f39c287a,main,aleexx02,2025-12-15,13,,,update chapter5.tex,0
Samuel-Chapuis/ML_Differential_Solver,0707b83ab85dd2c596aa62d17bc695f214d60274,d3bb55325ba035ee152e3669b1ac27c4f39c287a,main,Samuel,2025-12-15,13,,,//github.com/Samuel-Chapuis/ML_Differential_Solver,0
Samuel-Chapuis/ML_Differential_Solver,d3bb55325ba035ee152e3669b1ac27c4f39c287a,03800cfaa69d84a592bd5b9ab42de9d37cb9e859;f3ca4fb005ef9755c588cfc13508bb297510b2ca,main,aleexx02,2025-12-15,11,,,//github.com/Samuel-Chapuis/ML_Differential_Solver,0
Samuel-Chapuis/ML_Differential_Solver,03800cfaa69d84a592bd5b9ab42de9d37cb9e859,c2a6f547d9710e6a09a625430c7024dd122f0a35,main,aleexx02,2025-12-15,11,,,UPDATE Chapter5.tex,0
Samuel-Chapuis/ML_Differential_Solver,f3ca4fb005ef9755c588cfc13508bb297510b2ca,c2a6f547d9710e6a09a625430c7024dd122f0a35,main,Samuel,2025-12-15,10,chore,tex,remove build files,1
Samuel-Chapuis/ML_Differential_Solver,c2a6f547d9710e6a09a625430c7024dd122f0a35,65929c5b200e83bebd566bdb483107d5be755344;bb4d1c2baf3bab6486a2cda72f68d878da7325c7,main,aleexx02,2025-12-15,8,,,//github.com/Samuel-Chapuis/ML_Differential_Solver,0
Samuel-Chapuis/ML_Differential_Solver,65929c5b200e83bebd566bdb483107d5be755344,dd1f5dd8b9cdcf0fe87570b0a7b39e415f2939bf,main,aleexx02,2025-12-15,8,,,adding samples and updating code,0
Samuel-Chapuis/ML_Differential_Solver,bb4d1c2baf3bab6486a2cda72f68d878da7325c7,cc431761061938f6356149293748d9472ae4cee0;0986d73d4542b482b274cafed3f190af6b7bbcdf,main,Samuel,2025-12-14,21,,,//github.com/Samuel-Chapuis/ML_Differential_Solver,0
Samuel-Chapuis/ML_Differential_Solver,cc431761061938f6356149293748d9472ae4cee0,ea7ecef8be77a102fdb03afac1a0cba77d74775a,main,Samuel,2025-12-14,21,doc,images,diffrence between normal and my dataset,1
Samuel-Chapuis/ML_Differential_Solver,0986d73d4542b482b274cafed3f190af6b7bbcdf,d34cabaa85b651e355b03e62b3b56ccb9f4d3908,main,Lucia Fernandez,2025-12-14,20,add,related work papers,These are the papers given by Akash.,0
Samuel-Chapuis/ML_Differential_Solver,d34cabaa85b651e355b03e62b3b56ccb9f4d3908,2280380bdb3b5e522b55838901ce87fa0f9ba06b,main,Lucia Fernandez,2025-12-14,20,update,methodology report,,0
Samuel-Chapuis/ML_Differential_Solver,2280380bdb3b5e522b55838901ce87fa0f9ba06b,dd1f5dd8b9cdcf0fe87570b0a7b39e415f2939bf,main,Lucia Fernandez,2025-12-14,19,update,introduction report,,0
Samuel-Chapuis/ML_Differential_Solver,dd1f5dd8b9cdcf0fe87570b0a7b39e415f2939bf,b606fb49bd99c3bc7a94d8ddbcc17b6eccde1b0f,main,aleexx02,2025-12-14,15,,,update burgers_minimal_Akash.py,0
Samuel-Chapuis/ML_Differential_Solver,b606fb49bd99c3bc7a94d8ddbcc17b6eccde1b0f,88802960ee9605568fa6c9577ef3e9dc9716ac7f,main,aleexx02,2025-12-14,14,,,updates,0
Samuel-Chapuis/ML_Differential_Solver,88802960ee9605568fa6c9577ef3e9dc9716ac7f,9e47612e632476fa97961684ec285b4f20879497;ec74c82e5ea56bc7f93f7e67185e45c57dd21341,main,aleexx02,2025-12-14,13,,,//github.com/Samuel-Chapuis/ML_Differential_Solver,0
Samuel-Chapuis/ML_Differential_Solver,9e47612e632476fa97961684ec285b4f20879497,36b7f1ca202dbac8245314137a85e4e077080b08,main,aleexx02,2025-12-14,13,,,ADD Akash model for burgers_1D and added more samples to dataset,0
Samuel-Chapuis/ML_Differential_Solver,ec74c82e5ea56bc7f93f7e67185e45c57dd21341,36b7f1ca202dbac8245314137a85e4e077080b08,main,Lucia Fernandez,2025-12-14,12,add,report skeleton,,0
Samuel-Chapuis/ML_Differential_Solver,36b7f1ca202dbac8245314137a85e4e077080b08,6e35248aeb2635412420e95cd94151dbb7383321;ea7ecef8be77a102fdb03afac1a0cba77d74775a,main,aleexx02,2025-12-12,13,,,//github.com/Samuel-Chapuis/ML_Differential_Solver,0
Samuel-Chapuis/ML_Differential_Solver,6e35248aeb2635412420e95cd94151dbb7383321,c8ab243fb489fb9b43aefeb0a8f3c2a47bb03e10,main,aleexx02,2025-12-12,12,,,ADD Data Folder,0
Samuel-Chapuis/ML_Differential_Solver,ea7ecef8be77a102fdb03afac1a0cba77d74775a,42bc1000e418bec011618e654f0584e5ab6da513,main,Samuel,2025-12-12,9,feat,dataset,Add the burger dataset,1
Samuel-Chapuis/ML_Differential_Solver,c8ab243fb489fb9b43aefeb0a8f3c2a47bb03e10,42bc1000e418bec011618e654f0584e5ab6da513,main,aleexx02,2025-12-12,8,,,ADD Report in Documentation folder,0
Samuel-Chapuis/ML_Differential_Solver,42bc1000e418bec011618e654f0584e5ab6da513,,main,Samuel,2025-12-12,8,,,first commit,0
